
bf/uni/jasna-dolenc-koce,5,"Okej, nimam pojma, če bo ta komentar kdaj prebrala, ampak bi vseeno napisala nekaj o tej profesorici. Ko sem začela študirati biologijo, nas je imela v 1. letniku Biologijo rastlin. Snov je bila super razložena, s samostojnim projektom Kalitev, pa smo se naučili prvih ""znanstvenih"" metod in nezgod. Glede na to, da so me celo srednjo šolo boj privlačile živali, pritrjenih in dolgočasnih rastlin, pa sploh opazila nisem (no, mogoče mesojdke :D), so me njena predavanja oz. celotna razložena snov o biologiji rastlin tako navdušila, da sem zdaj pristala na popolnoma botanični strani. Šele po koncu 1. letnika sem spoznala, da so rastline s svojo morfologijo in fiziologijo pravo čudo narave in da je še kup stvari, ki jih je potrebno raziskati. Poleg tega so nadvse zanimive tudi vaje, saj lahko v nekaj minutah iz rastline, ki jo opazuješ v naravi, narediš preparat in pod mikroskopom opazuješ notranjo zgradbo lista, stebla ... Škoda se mi zdi samo to, da se ne izvaja predmet Biologija rastlin celo leto (in ne le v enem semestru). 
No, da končam: če boste to kdaj prebrali, upam, da vam polepša dan (vsaj tako kot ste nam ga vi, vedno nasmejani, v zimskem semestru). :)"
bf/uni/jasna-dolenc-koce,5,Najboljša profesorica na fakulteti.
bf/uni/dovc,5,"profesor zna vredu razlagat, sam bit je treba na predavanjih pa veš povsod za kaj se gre. in še vprašanja ima čez leta enaka!!:)"
bf/uni/dovc,3,"rabi skoraj 3 mesece, da popravi 5 izpitov."
bf/uni/dovc,5,odlicen predavatelj ter znanstvenik. naredi genetiko zanimivo!
bf/uni/dovc,2,"Glede predavanj je ok, glede organizacije, popravljanja izpitov, urejenosti vaj, DOSEGLJIVOSTI pa je katastrofa. Redko in zelo počasi odgovarja na e-maile študentov, vpis ocene in frekvence v index je resno problematično, ker ga preprosto ni mogoče priklicati. Izpite popravlja neznansko dolgo (veliko dlje kot je to dovoljeno)."
bf/uni/dovc,3,"Urnik vaj je kar nekaj, prosto po prešernu... nikoli se ne a bodo ali ne pa kje pa kdo jih bo vodil... Obvezna prisotnost na predavanjih - skrajni ukrep ko ne veš kako zadržati študente na predavanjih. Mini testi na predavanjih, ki jih je treba podpisati (ime in priimek ne vpisna...) - a smo v osnovni šoli spet?

Vidi se da ve o čem govori in tudi razlaga je v redu... ampak s pedagoškega pogleda pa groza."
bf/uni/damjana-drobne,4,"Solidna predavanja, oseba z ogromno znanja"
bf/uni/davorin-gazvoda,3,vzvišen:/
bf/uni/davorin-gazvoda,3,"Po eni strani vzvišen in strog, po drugi strani ima pa zelo kvalitetna predavanja, vsaj kaj pametnega odneseš. Mogoče je ta drugo vseeno  bolj pomembno, pač probaš potrpet ko ima kakšne jezne izpade. Ocena predavanj in razlage: 5 , Odnos do študentov: 2/3"
bf/uni/petra-golja,5,"super profesorica. Zelo zanimivo predava, vzpostavi stik s študenti na predavanji, zna pridobiti pozornost skratka naredi anatomijo zanimivo :)))"
bf/uni/petra-golja,5,"Profesorica, je ena izmed najboljših na fakulteti. Polna energije, vedrine in pravi sonček. Snov podaja jasno, zanimivo in bi se malo manj kot raztrgala, da bi bila snov jasna. Predavanja popestri z zanimivimi primeri, videi in poskusi. Ena izmed redkih, ki ima študente na enakem nivoju kot je sama in ki ji je resnično mar za nas."
bf/uni/petra-golja,5,"Odlična predavateljica. Snov podaja sistematično, pove veliko zanimivosti in se celo toliko potrudi, da vse skice organov in organskih sistemov sama nariše na tablo ob razlagi, tako da res veš, kako kaj deluje. 

Odnos do študentov je super, z njo se da domeniti čisto vse, korektno ocenjuje in predvsem išče znanje in ne neznanja! Trudi se tudi, da bi bili o vsem pravočasno informirani. Skratka, same pohvale!"
bf/uni/petra-golja,5,"Ena od top profesorjev na faksu res, anatomija dobi čiz drug pomen :) zna vzpostavit stik s študenti, njena predavanja pa vsebujejo tudi precej zanimivosti, ki jih morda prej nismo še nikoli slišal... skratka pr njej bolj redko rabim kavo med odmorom :)"
bf/uni/helena-grcman,5,Res samo pohvale Heleni.
bf/uni/nina-gunde-cimerman,2,"Super snov, ampak grozna predavanja. Mogoče bi morala razlagati z malo več življenja, da ne bi pol predavalnice spalo. Pa še to: profesorju bi moralo biti poučevanje v veselje, ne pa zgolj neka dodatna obveznost k raziskovalnemu delu!"
bf/uni/nina-gunde-cimerman,2,tudi izpiti bi bili lahko hitreje popravljeni...
bf/uni/nina-gunde-cimerman,2,"Mogoče je res dobra znanstvenica, samo potem naj se drži raziskovalne sfere. Veliko ve, vendar predava popolnoma nezainteresirano in ji je za študente res vseeno. 
Izpita ni težko narediti, vendar rezultate čakaš po mesec dni. Zelo težko jo je tudi kontaktirati, saj je pogosto odsotna, na e-pošto pa sploh ne odpisuje."
bf/uni/nina-gunde-cimerman,2,Človeška oblika inkarnacije črne kvasovke...
bf/uni/nina-gunde-cimerman,1,"Predavanja dolgočasna, brez prave motivacije profesorice. Je zelo samovšečna, izpiti so grozni. Študent se lahko pripravlja na izpit ogromno časa pa bo na koncu vseeno zijal v test kot žaba v oreh."
bf/uni/nina-gunde-cimerman,5,zame najboljša profesorica!!!
bf/uni/blagajana-herzog-velikonja,1,"Sama predavanja so nevzdržna in zelo suhoparna. Sami pptji in literatura so dostopni in relativno uporabni. Od letos naprej je obvezna prisotnost na predavanjih, kar že nekaj pove o kvaliteti predavanja ter težko je koncentrirano poslušati profesorico več kot pol ure.
Sam izpit je najtežji v prvem letniku, saj zahteva profesorica zelo hitro in spretno roko da lahko študent napiše v dveh urah vse ""željene odgovore"" (praktično zahteva za napisati 100% vse kar je bilo na predavanjih ter ocenjuje rahlo prestrogo za prvi letnik). 

Predmet kot tak je vsebinsko za mikrobiologe zelo zanimiv, le profesorica zamori predmet."
bf/uni/metka-hudina,5,odlična prfesrorica. če vas zanima kako se dobro podaja znanje obiščite njena predavanja
bf/uni/jakse,5,"Super profesor, zna fajn razložiti, tako da res razumeš snov. Ni vzvišen, brez problema ga lahko kar koli vprašaš."
bf/uni/jakse,5,super!!!odličen!!!
bf/uni/polona-jamnik,5,"Odlična profesorica znotraj in zunaj predvalnice! Ena redkih, ki se trudi za študij biotehnologije na BF in ceni mnenja študentov. Če bi svet funkcioniral kot bi moral bi 5 let nazaj zamenjala Rasporja."
bf/uni/javornik,4,"Ocena pod 3 se mi zdi povsem nepravilna. Profesorica je korektna - nima vzvišenega odnosa. Zelo rada pomaga in je prijazna. Nasplošno je vzdušje med predavanju prijetno. Prav tako ena izmed redkih, kjer lahko kar nekajkrat popravljaš/ponavljaš kolokvij/izpit."
bf/uni/javornik,3,"Kar piše zgoraj je precej resnice, saj je res zelo korektna oseba in prijazna z zelo primernim odnosom do študentov, a treba je poudariti, da njena predavanja le niso ravno top. Predavanja so, hja, uspavajajoča in dokaj nesistematična, zato ocena 3 in kljub ostalim zelo pozitivnim lastnostim ne več."
bf/uni/klemen-jerina,5,"Res profesor kakršnega si lahko le želiš. Vsako stvar podpre z zanimivim primerom, tako da zadeve res ne morejo biti nerazumljive. Na splošno med predavanji izveš veliko zanimivega. O njegovi strokovnosti in strasti, ki mu vedno znova prižgejo plamen v očeh, ko z navdušenjem razlaga o zanimivostih iz živalskega sveta pa je sploh nemogoče podvomiti. Sicer prijazen in pošten do študentov, tako da si ob njem lahko vedno sproščen."
bf/uni/maja-jurc,5,"Gregor je res super. Mi smo imeli letos za varstvo Pavlina, ta pa je katastrofa. Lansko leto nas je Meterc imel zoologijo in kljub suhoparni snovi je bilo zanimivo, vsaj zanimivo je povedal, letos pa Pavlin...joj. Profesorica je drugače kar v redu, edino malo premalo rokov ima."
bf/uni/maja-jurc,5,"Jaz sem diplomirala lansko leto. Profesorica ima res veliko dela, ampak se drži roka, ki ga postavi (čeprav je to zadnji dan). V bistvu ona vse na koncu samo pregleda. Drugače pa ti tako ali tako na terenu kot v laboratoriju in pisanju diplome pomaga asistent. Njen asistent Gregor Meterc je res super in ti vedno pomaga. Mene je bilo strah pri določevanju žužkov ampak mi je on pri vsem pomagal tako, da je bila diploma na koncu res super."
bf/uni/maja-jurc,1,"Sicer prijazna ženska, kot mentorica diplome pa katastrofa, ne odgovarja na maile, ni dosegljiva ipd."
bf/uni/maja-jurc,1,"Ženska, ki je katastrofa kot mentorica. Nikoli je ni na govorilnih urah, ne odgovarja na maile, 2x sem jo obiskal in je bila totalno neprijazna."
bf/uni/lucka-kajfez-bogataj,5,"Če bi Biotehiška fakulteta premogla samo 10% takšnih profesorjev, kot je Lučka, se bi naša raven absorbiranega znanja povečala za 50%!"
bf/uni/lucka-kajfez-bogataj,3,"Njena predavanja pri klimatologiji so precej osnovna, za izpit pa zadoščajo njeni pptji in malo splošne razgledanosti. Med predavanji seveda ne more iz svoje kože in stalno goni svojo pesmico globalnega segrevanja, poleg tega pove tudi precej takšnih in drugačnih štorij. Je pa res, da so predavanja zaradi tega zanimiva, vendar gledano na učenje za izpit čista izguba časa. 
Do študentov je korektna, sicer pa večino zadev (razen predavanj) itak vodi asistentka."
bf/uni/lucka-kajfez-bogataj,5,"Izbirni predmet Klimatologija bi lahko bil zelo dolgočasen, a ga profesorica naredi zanimivega. Tudi izpit je zelo osnoven in se ni težko naučiti"
bf/uni/lucka-kajfez-bogataj,5,Počasi bo morala dr. Kajfež Bogataj uvideti zmoto globalnega segrevanja. Morda pa je to le še ena oblika globalnega basanja žepov Bogatašev?
bf/uni/kac-1,1,"docentka (še dobro, da je še vedno le to) kač se bi morala zavedati, da je v izobraževalni instituciji, vodstvo fakultete pa bi moralo sprevideti, da gospa kač tja ne sodi. Je ""znanstvenica"" brez referenc (glej sicris), slaba predavateljica ter katastrofalna oseba. ob toliko konfliktih, ki jih je imela z raznimi študenti, bi bila najbolj smiselna oprostitev vseh pedagoških obveznosti. ker je to uni.ljubljana, se to seveda ne bo nikoli zgodilo; tolaži pa me dejstvi, da penzija ni tako daleč, ter da je opravljen izpit (in diploma) že za mano. vam pa želim veliko potrpežljivosti in močne živce, če boste imeli kakšen kratek stik z njo."
bf/uni/kac-1,1,"Predavanja kemije niso podprta s kemijsko znanostjo, temveč z raznimi vložki, ki ne spadajo tja. Če bi dejansko predavala snov, bi profesorica naredila veliko več za študente. Ker tisto snovi, kar je odpredavala, sploh ni bilo napačno! Vendar je seveda takih trenutkov bore malo"
bf/uni/kac-1,1,"Tako kot me je ta profesorica nadrla in žalila na razgovoru, me ni še nihče v življenju. Katastrofa, kaj ta ženska počne s študentov, dobesedno uživa v maltretiranju ljudi. Mnogo kolegic je že spravila v jok in obup, saj kljub trudu in znanju ne morejo opraviti njenega izpita. Zame je to najslabša in zlobna profesorica, ki me je kadarkoli učila in o njej ne morem povedati prav nič dobrega."
bf/uni/kac-1,1,"kemija je zanjo polna medvedkov pujev in podobnih pravljičnih zadev, torej popolna nekemijskih!"
bf/uni/kac-1,1,zmešana
bf/uni/kac-1,5,"Spoštovani,

 

sporočamo vam žalostno novico, da je preminula prof. dr. Milica Kač, ki je bila zaposlena na Oddelku za živilstvo."
bf/uni/kac-1,3,"Zakaj 3? Ker sem enostavno že navajen na take ure kemije (s SŠ Veno Pilon Ajdovščina), kajti profesor ni kaj preveč govoril o kemiji, tako da smo v prvem letniku imeli zelo slabe ocene, a se sčasoma navadiš način učenja kakršen je potreben za boljšo oceno, tako je tudi pri njej. Skratka, včasih te nasmeji z neumnimi stvarmi, včasih z dokaj dobrimi šalami, potem pa ko gre zares je spet, odvisno od dneva, ali je snov dobro odpredavana ali pa ni. Npr. optično aktivnost organskih molekul je res dobro (zame razložila), saj je tolikokrat ponovila zadevo, da si resnično zapomniš kaj je na stvari.
Kljub vsem slabim ocenam, mislim, da je še malce upanja za kemijo na BF :)"
bf/uni/kac-1,3,"Snov je zelo dobro razlagala, to je najbolj pomembno. Svojo slabo voljo in negativno energijo pa je rada ""stresala"" na ljudi okrog sebe. Vsaj kakor se jaz spomnim."
bf/uni/kac-1,3,"Preveč inteligentna za povprečnega študenta 1. letnika, zato pogosto nerazumljena. Se pač giblje v svojih genijalnih sferah :)"
bf/uni/kac-1,5,"Zgleda, da so mnenja različna; nekaterim se zdi prezahtevna, nekateri pa ne marajo palčkov (za katere, mimogrede, še nikoli nisem slišala). Meni se zdi zabavna, zelo izobražena in razgledana nasploh. A je narobe, če mimogrede izvemo, o čem gre Mojster in Margareta?  Ker noče dogočasit, včasih pove kakšno življensko. 
Komur se ne zdi strkovna, bi morda lahko pomislili tudi na tiste, ki jim je kemija preveč abstraktna, tisti pa, ki ne razumejo, naj začnejo hodit na predavanja, kjer vse večkrat ponovi, je na voljo za vprašanja in se trudi biti jasna. 
Meni je ona zakon, čeprav izpiti niso šala mala in čeprav kemija ni moja ljubica."
bf/uni/knezevic,5,"Super!! Tip ima ogromno izkušenj in pove predvsem stvari, ki so praktične in nam bodo v prihodnosti prišle prav. Ozira se na študente, nas vpraša, če se nam določena stvar zdi uredu in potem se skupaj zmenimo. Nikoli ne komplicira. Res zanimiv in fajn profesor, bi se morali še ostali zgledovati po njem!"
bf/uni/knezevic,5,Kralj. Pika.
bf/uni/rok-kostanjsek,5,"Eden največjih carjev na BF! Podajanje snovi na odličen, zanimiv smešen in sproščen način. Odlično."
bf/uni/rok-kostanjsek,5,Najboljši profesor! Snov razloži odlično in tudi za smeh je poskrbljeno :)  več takih profesorjev ! !
bf/uni/rok-kostanjsek,4,"Mogoče včasih izpade kot malo vzvišen in ciničen. Razlaga snovi pa klub temu ne trpi in je odličen predavatelj oz. razlagatelj snovi, ni monoton ampak zabaven in poživljajoč ne glede na snov."
bf/uni/rok-kostanjsek,5,"Njegove razlage so super in podprte z zabavnimi vložki, močno poudarja pomembne stvari. Imam pa občutek, da je strašno všeč sam sebi. :)"
bf/uni/rok-kostanjsek,5,"Odličen profesor, predavanja so res zanimiva, poudari pomembne stvari, je zabaven in ga je res užitek poslušati. Vsi si želimo več takih profesorjev :)"
bf/uni/rok-kostanjsek,3,"Vsekakor zanimiva predavanja, preveč vzvišen."
bf/uni/kosmelj,1,dol zanič!
bf/uni/kosmelj,1,za nič!
bf/uni/ivan-kreft,5,zakladnica znanja!
bf/uni/ivan-kreft,5,"Obseden s pšenicami, pirami, ržem in drugim šavjem :)drgač pa faca za svoja leta!"
bf/uni/janez-krc-2,3,"Rado ga potegne v hvaljenje samega sebe in je bolestno negnjen k nadležnim monologom (pristne in živahne komunikacije s študenti na predavanjih ne zna ali noče vzpostaviti). Značajsko že tako težak tip še dodatno utruja, ko ob ""veselih dnevih"" hodi mimo, ko delamo na kompih in začne(čeprav naglas, roko na srce zgolj samemu sebi) govoriti o snegu, o neznanju, ki se vrne, kot bumerang in o tem, kako se bomo srečali v gmajni(res smešno...not!). To mi je motilo delo pri vajah. Najboljši je, ko je slabe volje in tiho sedi za katedrom, vendar je slaba stran tega njegovega stanja ta, da mu gre takrat blazno na živce, če ga študent hoče kaj vprašati ali poklicati k sebi in se komaj zadrži, da ne zavpije nazaj. Rad bi namreč delal dober vtis, kar pa mu ne gre. Skratka, človek je težak kot cent, lahko zjezljiv, grdogleden, dolgočasen, zagledan vase in narejen na kratko, česar mu ne uspe skriti kljub temu, da se trudi ves čas leporečiti sto na uro. O njegovem posiljenem, umetnem in nepristnem širokem doušesnem nasmehu pa ne bom izgubljala besed.  
Da se narediti izpit pri njem, vendar je kot človek neznosen in zato mi je bilo težko na njegovih predavanjih kljub temu, da sem optimistka, ki nasprotuje žaljenju prfoksa, ker je nekoga vrgel zaradi neznanja. Ne prebavljam ga, pa če mi da deset!!!"
bf/uni/janez-krc-2,4,"Dobro pripravljen na predavanja, trudi se dati primere iz življenja, vedno pripravljen se prilagoditi za izpitne roke, gradiva so vedno na šis-u, včasih še pred predavanji. Trudi se po svojih močeh."
bf/uni/janez-krc-2,5,"Docent Krč je eden izmed najboljših predavateljev na fakulteti. Celotno snov predava razumljivo, podaja primere iz prakse in se trudi, da bi študenti razumeli bistvo obravavane teme. 
Tisto znanje, ki ga pridobiš na vajah je dejansko uporabno in ostane v glavi, ker predavatelj ne zahteva nekega nepotrebnega piflanja formul in drugega. To dokazuje, da je njegovo posredovanje znanja usmerjeno v karseda učinkovito sprejemanje znanja s strani študentov. 
Čeprav se nekaterim zdi, da predava dolgočasno, je to še vedno daleč od tega da bi bil predavatelj zaverovan vase ali da bi kakorkoli zbijal motiviranost študentov. Nasprotno, študentom daje dobre nasvete in nas spodbuja pri sprotnem delu."
bf/uni/ales-kuhar,5,"Zanimiv profoks. Čeprav predava ekonomiko nam biotehnologom, se trudi s primeri, da bi nas motiviral.
Je mlad in energičen. Praktično vedno nasmejan in dobre volje"
bf/uni/ales-kuhar,5,Zanimiv profesor. Zagnan.
bf/uni/ales-kuhar,5,"Zanimive teme, prijazen in energičen. Ima lepe srajce."
bf/uni/ales-kuhar,2,"Predavanja niso slaba, in precej zanimiva. Pa vendar se včasih profesor obnaša, kot da bi bil nekje visoko nad nami. Tudi njegovi komentarji so včasih, pikri, nesramni  in žaljivi."
bf/uni/ana-kucan,2,"Res da je zelo razgledana in o svoji stroki ve veliko, ampak kot profesorico se jo drži negativen sloves in to upravičeno. Zamuja non stop in to ne po 15 minut,kar naprej si jemlje odmore, nepripravljena prihaja na izpite, ocene ti posreduje šele konec poletja, v času govorilnih ur se pred njenim kabinetom loh načakaš tudi po dve uri...groza!"
bf/uni/franc-lobnik,5,Tega človeka moraš preprosto imeti rad.
bf/uni/franc-lobnik,5,"Super profesor, vedno poveže snov z trenutnim aktualnim dogajanem!:)"
bf/uni/franc-lobnik,5,"Zna predstavit snov na zanimiv način, na njegova predavanja sem hodila čeprav niso bila obvezna. Za končni izpit da že vnaprej vprašanja tako da točno veš kaj se moraš naučit"
bf/uni/franc-lobnik,4,"zelo prijazen :) sicer snovi pri njemu je ogromno, ampk se da nardit. Cenim to da ni vzvišen in je res razgledan, pri ustnem izpitu ti zelo pomaga pa malo prečekira tvoj herbarij in je to to. Edino terenske so ubijalske ker nas večina ni u kondiciji da bi lahko tekli u hrib kot on :D"
bf/uni/mandic-mulec,1,izpite popravlja več kot en mesec. :S
bf/uni/mandic-mulec,3,"Kar OK, izven predavalnice super oseba, vendar pa v predavalnici malo zmedena in predava nepovezano... Vendar na koncu vedno pišeš pozitivno ;)"
bf/uni/mandic-mulec,5,"Nasmejana in zelo pozitivna oseba. Pripravljena prisluhnit študentom, kar je danes redkost. Predavanja so mi bila všeč, tako snov kot tudi vzdušje v predavalnici:)"
bf/uni/mandic-mulec,3,"Ima ogromno znanja vendar pa je verjetno najbol zmeden človek na celi biotehniški fakulteti, da o njenih slovničnih napakah na prosojnicah ne govorimo. Predavanja so dolgočasna. Študentske izdelke popravlja nenormalno dolgo, za piko na i pa kakšno stvar igubi/založi in potem iz tega naredi celo ""štalo"""
bf/uni/marendic,1,"Moti me njeno psihično neravnovesje, ki vpliva na učni proces in ocenjevanje znanja študentov"
